id,nome_eleitoral,sg_partido,uf,faltou,partido_liberou,nao_seguiu,seguiu,total_votacoes,aderencia
204571,ALEX SANTANA,PDT,BA,5,0,1,5,6,83.33333333333334
204544,ALEXANDRE FROTA,PSL,SP,2,1,2,6,8,75
204503,ALEXANDRE PADILHA,PT,SP,4,2,4,1,5,20
204516,ALEXIS FONTEYNE,NOVO,SP,0,2,1,8,9,88.88888888888889
204353,ALINE GURGEL,PRB,AP,6,0,1,4,5,80
204400,ALINE SLEUTJES,PSL,PR,6,2,1,2,3,66.66666666666666
204356,AMARO NETO,PRB,ES,2,1,3,5,8,62.5
204423,ANDRÉ FERREIRA,PSC,PE,11,0,0,0,0,NA
204515,ANDRÉ JANONES,AVANTE,MG,0,2,2,7,9,77.77777777777779
73696,ANGELA AMIN,PP,SC,1,2,0,8,8,100
204414,AROLDO MARTINS,PRB,PR,1,2,3,5,8,62.5
204509,ÁUREA CAROLINA,PSOL,MG,4,2,3,2,5,40
109429,BENES LEOCÁDIO,PRB,RN,0,2,3,6,9,66.66666666666666
204358,BETO PEREIRA,PSDB,MS,3,1,2,5,7,71.42857142857143
204374,BIA KICIS,PSL,DF,1,1,1,8,9,88.88888888888889
204388,BIBO NUNES,PSL,RS,0,2,1,8,9,88.88888888888889
204561,BIRA DO PINDARÉ,PSB,MA,0,2,3,6,9,66.66666666666666
204397,BOCA ABERTA,PROS,PR,4,1,2,4,6,66.66666666666666
204551,BOSCO SARAIVA,SOLIDARIEDADE,AM,1,2,2,6,8,75
204520,CABO JUNIO AMARAL,PSL,MG,2,1,1,7,8,87.5
204352,CAMILO CAPIBERIBE,PSB,AP,2,2,2,5,7,71.42857142857143
204572,CAPITÃO ALBERTO NETO,PRB,AM,5,2,3,1,4,25
204487,CAPITÃO WAGNER,PROS,CE,3,1,1,6,7,85.71428571428571
204507,CARLA ZAMBELLI,PSL,SP,5,0,1,5,6,83.33333333333334
204361,CARLOS CHIODINI,MDB,SC,2,2,1,6,7,85.71428571428571
204460,CARLOS JORDY,PSL,RJ,0,2,1,8,9,88.88888888888889
204426,CARLOS VERAS,PT,PE,4,2,4,1,5,20
204369,CAROLINE DE TONI,PSL,SC,1,1,1,8,9,88.88888888888889
204499,CÁSSIO ANDRADE,PSB,PA,4,1,2,4,6,66.66666666666666
204380,CELINA LEÃO,PP,DF,1,2,1,7,8,87.5
204370,CÉLIO MOURA,PT,TO,1,1,8,1,9,11.11111111111111
204488,CÉLIO STUDART,PV,CE,0,2,0,9,9,100
204496,CELSO SABINO,PSDB,PA,2,1,0,8,8,100
204504,CEZINHA DE MADUREIRA,PSD,SP,6,0,1,4,5,80
205476,CHARLES FERNANDES,PSD,BA,0,2,2,7,9,77.77777777777779
204490,CHARLLES EVANGELISTA,PSL,MG,2,1,0,8,8,100
204476,CHIQUINHO BRAZÃO,AVANTE,RJ,1,1,2,7,9,77.77777777777779
204462,CHRIS TONIETTO,PSL,RJ,0,2,1,8,9,88.88888888888889
204440,CHRISTINO AUREO,PP,RJ,0,2,1,8,9,88.88888888888889
204376,CORONEL ARMANDO,PSL,SC,2,2,1,6,7,85.71428571428571
204378,CORONEL CHRISÓSTOMO,PSL,RO,1,2,1,7,8,87.5
204514,CORONEL TADEU,PSL,SP,2,1,1,7,8,87.5
135054,CRISTIANO VALE,PL,PA,1,1,1,8,9,88.88888888888889
204355,DA VITORIA,CIDADANIA,ES,2,2,1,6,7,85.71428571428571
204367,DANIEL FREITAS,PSL,SC,2,0,1,8,9,88.88888888888889
204454,DANIEL SILVEIRA,PSL,RJ,0,2,1,8,9,88.88888888888889
204409,DANIEL TRZECIAK,PSDB,RS,1,1,0,9,9,100
204459,DANIELA DO WAGUINHO,MDB,RJ,1,1,2,7,9,77.77777777777779
116379,DARCI DE MATOS,PSD,SC,0,2,0,9,9,100
205548,DAVID MIRANDA,PSOL,RJ,6,2,1,2,3,66.66666666666666
204511,DAVID SOARES,DEM,SP,1,2,2,6,8,75
204451,DELEGADO ANTÔNIO FURTADO,PSL,RJ,0,2,2,7,9,77.77777777777779
204512,DELEGADO MARCELO FREITAS,PSL,MG,1,1,0,9,9,100
204569,DELEGADO PABLO,PSL,AM,5,0,0,6,6,100
204542,DENIS BEZERRA,PSB,CE,1,2,1,7,8,87.5
204518,DR. FREDERICO,PATRIOTA,MG,3,2,0,6,6,100
204481,DR. JAZIEL,PL,CE,6,0,0,5,5,100
204439,DR. LEONARDO,SOLIDARIEDADE,MT,1,1,2,7,9,77.77777777777779
204450,DR. LUIZ ANTONIO TEIXEIRA JR.,PP,RJ,1,1,1,8,9,88.88888888888889
204351,DR. LUIZ OVANDO,PSL,MS,6,2,0,3,3,100
204412,DR. ZACHARIAS CALIL,DEM,GO,1,1,2,7,9,77.77777777777779
81297,DRA. SORAYA MANATO,PSL,ES,0,2,1,8,9,88.88888888888889
204434,DRA. VANDA MILANI,SOLIDARIEDADE,AC,5,2,2,2,4,50
204562,EDILÁZIO JÚNIOR,PSD,MA,0,2,2,7,9,77.77777777777779
204421,EDNA HENRIQUE,PSDB,PB,11,0,0,0,0,NA
204541,EDUARDO BISMARCK,PDT,CE,3,0,2,6,8,75
204552,EDUARDO BRAIDE,PMN,MA,0,2,0,9,9,100
204500,EDUARDO COSTA,PTB,PA,3,1,3,4,7,57.14285714285714
204364,ELI BORGES,SOLIDARIEDADE,TO,6,0,0,5,5,100
204389,ELIAS VAZ,PSB,GO,2,1,1,7,8,87.5
198783,EMANUEL PINHEIRO NETO,PTB,MT,0,2,2,7,9,77.77777777777779
161550,EMIDINHO MADEIRA,PSB,MG,4,2,2,3,5,60
207309,ENÉIAS REIS,PSL,MG,2,0,0,9,9,100
204537,ENRICO MISASI,PV,SP,3,0,0,8,8,100
204482,EUCLYDES PETTERSEN,PSC,MG,5,2,0,4,4,100
68720,FÁBIO HENRIQUE,PDT,SE,1,1,2,7,9,77.77777777777779
204368,FABIO SCHIOCHET,PSL,SC,0,2,1,8,9,88.88888888888889
204477,FELÍCIO LATERÇA,PSL,RJ,3,1,0,7,7,100
204398,FELIPE FRANCISCHINI,PSL,PR,4,1,1,5,6,83.33333333333334
204371,FELIPE RIGONI,PSB,ES,2,2,0,7,7,100
204407,FERNANDA MELCHIONNA,PSOL,RS,3,1,5,2,7,28.57142857142857
204427,FERNANDO RODOLFO,PL,PE,1,2,2,6,8,75
204411,FILIPE BARROS,PSL,PR,2,1,1,7,8,87.5
204354,FLÁVIA ARRUDA,PL,DF,1,2,2,6,8,75
204447,FLORDELIS,PSD,RJ,5,0,0,6,6,100
204392,FRANCISCO JR.,PSD,GO,1,1,0,9,9,100
204510,FRANCO CARTAFINA,PP,MG,0,2,2,7,9,77.77777777777779
204494,FRED COSTA,PATRIOTA,MG,0,2,0,9,9,100
204393,FREI ANASTACIO RIBEIRO,PT,PB,7,0,4,0,4,0
74200,GASTÃO VIEIRA,PROS,MA,3,0,1,7,8,87.5
115746,GELSON AZEVEDO,PL,RJ,1,2,3,5,8,62.5
204473,GENERAL GIRÃO,PSL,RN,6,0,0,5,5,100
204484,GENERAL PETERNELLI,PSL,SP,0,2,1,8,9,88.88888888888889
204527,GENINHO ZULIANI,DEM,SP,2,0,2,7,9,77.77777777777779
204394,GERVÁSIO MAIA,PSB,PB,0,2,3,6,9,66.66666666666666
204575,GIL CUTRIM,PDT,MA,2,1,2,6,8,75
204491,GILBERTO ABRAMO,PRB,MG,2,2,1,6,7,85.71428571428571
204365,GILSON MARQUES,NOVO,SC,0,2,1,8,9,88.88888888888889
204419,GLAUSTIN FOKUS,PSC,GO,1,1,3,6,9,66.66666666666666
107283,GLEISI HOFFMANN,PT,PR,7,1,3,0,3,0
198197,GREYCE ELIAS,AVANTE,MG,5,0,0,6,6,100
204513,GUIGA PEIXOTO,PSL,SP,0,2,1,8,9,88.88888888888889
204531,GUILHERME DERRITE,PP,SP,0,2,0,9,9,100
204442,GURGEL,PSL,RJ,0,2,1,8,9,88.88888888888889
73460,GUSTAVO FRUET,PDT,PR,3,0,1,7,8,87.5
204408,GUSTINHO RIBEIRO,SOLIDARIEDADE,SE,11,0,0,0,0,NA
204456,GUTEMBERG REIS,MDB,RJ,2,2,2,5,7,71.42857142857143
204465,HAROLDO CATHEDRAL,PSD,RR,6,2,2,1,3,33.33333333333333
204548,HEITOR FREIRE,PSL,CE,2,2,1,6,7,85.71428571428571
204373,HÉLIO COSTA,PRB,SC,0,2,3,6,9,66.66666666666666
204444,HELIO LOPES,PSL,RJ,5,0,0,6,6,100
204539,HERCÍLIO COELHO DINIZ,MDB,MG,2,1,2,6,8,75
204533,IDILVAN ALENCAR,PDT,CE,2,0,1,8,9,88.88888888888889
204564,IGOR KANNÁRIO,PHS,BA,11,0,0,0,0,NA
204508,IGOR TIMO,PODEMOS,MG,4,1,2,4,6,66.66666666666666
204436,ISNALDO BULHÕES JR.,MDB,AL,6,1,2,2,4,50
108338,JAQUELINE CASSOL,PP,RO,1,2,0,8,8,100
204435,JESUS SÉRGIO,PDT,AC,2,1,2,6,8,75
204429,JOÃO H. CAMPOS,PSB,PE,3,1,2,5,7,71.42857142857143
141459,JOÃO MAIA,PL,RN,5,1,3,2,5,40
204576,JOÃO ROMA,PRB,BA,4,2,1,4,5,80
204468,JOENIA WAPICHANA,REDE,RR,2,1,5,3,8,37.5
204546,JOICE HASSELMANN,PSL,SP,7,1,0,3,3,100
205550,JORGE BRAZ,PRB,RJ,1,2,3,5,8,62.5
204386,JOSE MARIO SCHREINER,DEM,GO,1,2,2,6,8,75
204472,JOSÉ MEDEIROS,PODEMOS,MT,4,0,1,6,7,85.71428571428571
204391,JOSÉ NELTO,PODEMOS,GO,7,0,0,4,4,100
204555,JOSÉ RICARDO,PT,AM,1,2,7,1,8,12.5
209189,JOSEILDO RAMOS,PT,BA,0,2,8,1,9,11.11111111111111
204563,JOSIMAR MARANHÃOZINHO,PL,MA,5,0,3,3,6,50
204474,JUAREZ COSTA,MDB,MT,0,2,2,7,9,77.77777777777779
204420,JULIAN LEMOS,PSL,PB,5,2,1,3,4,75
204372,JULIO CESAR RIBEIRO,PRB,DF,0,2,3,6,9,66.66666666666666
204457,JUNINHO DO PNEU,DEM,RJ,2,2,1,6,7,85.71428571428571
204502,JÚNIOR BOZZELLA,PSL,SP,4,1,0,6,6,100
204497,JÚNIOR FERRARI,PSD,PA,0,2,0,9,9,100
204574,JUNIOR LOURENÇO,PL,MA,0,2,3,6,9,66.66666666666666
204550,JÚNIOR MANO,PL,CE,4,1,1,5,6,83.33333333333334
204536,KIM KATAGUIRI,DEM,SP,4,2,2,3,5,60
98057,LAFAYETTE DE ANDRADA,PRB,MG,1,2,2,6,8,75
160534,LAURIETE,PL,ES,0,2,2,7,9,77.77777777777779
204375,LEDA SADALA,AVANTE,AP,9,1,0,1,1,NA
204359,LÉO MORAES,PODEMOS,RO,0,2,0,9,9,100
204547,LÉO MOTTA,PSL,MG,3,2,0,6,6,100
92102,LEUR LOMANTO JÚNIOR,DEM,BA,3,1,1,6,7,85.71428571428571
139285,LÍDICE DA MATA,PSB,BA,1,1,3,6,9,66.66666666666666
204405,LIZIANE BAYER,PSB,RS,1,1,2,7,9,77.77777777777779
204382,LOESTER TRUTIS,PSL,MS,3,1,0,7,7,100
204523,LUCAS GONZALEZ,NOVO,MG,0,2,1,8,9,88.88888888888889
204404,LUCAS REDECKER,PSDB,RS,0,2,1,8,9,88.88888888888889
204381,LUIS MIRANDA,DEM,DF,1,1,2,7,9,77.77777777777779
204410,LUISA CANZIANI,PTB,PR,5,1,0,5,5,100
204448,LUIZ ANTÔNIO CORRÊA,SPART,RJ,2,1,2,6,8,75
160645,LUIZ CARLOS,PSDB,AP,4,1,2,4,6,66.66666666666666
204485,LUIZ CARLOS MOTTA,PL,SP,0,2,1,8,9,88.88888888888889
204543,LUIZ FLÁVIO GOMES,PSB,SP,3,2,1,5,6,83.33333333333334
204455,LUIZ LIMA,PSL,RJ,1,2,1,7,8,87.5
204526,LUIZ PHILIPPE DE ORLEANS E BRAGANÇA,PSL,SP,1,1,1,8,9,88.88888888888889
204418,LUIZÃO GOULART,PRB,PR,0,2,2,7,9,77.77777777777779
179587,MAJOR VITOR HUGO,PSL,GO,6,0,0,5,5,100
204469,MANUEL MARCOS,PRB,AC,0,2,3,6,9,66.66666666666666
204471,MARA ROCHA,PSDB,AC,0,2,0,9,9,100
156190,MARCEL VAN HATTEM,NOVO,RS,1,2,1,7,8,87.5
205863,MARCELO BRUM,PSL,RS,0,2,1,8,9,88.88888888888889
204433,MARCELO CALERO,CIDADANIA,RJ,3,1,0,7,7,100
76874,MARCELO FREIXO,PSOL,RJ,0,2,7,2,9,22.22222222222222
133810,MARCELO MORAES,PTB,RS,5,0,0,6,6,100
204558,MARCELO NILO,PSB,BA,1,2,3,5,8,62.5
204556,MARCELO RAMOS,PL,AM,2,1,1,7,8,87.5
81055,MÁRCIO JERRY,PCdoB,MA,0,2,3,6,9,66.66666666666666
204452,MÁRCIO LABRE,PSL,RJ,0,2,1,8,9,88.88888888888889
204522,MARCO BERTAIOLLI,PSD,SP,0,2,1,8,9,88.88888888888889
204431,MARCOS AURÉLIO SAMPAIO,MDB,PI,0,2,2,7,9,77.77777777777779
204506,MARCOS PEREIRA,PRB,SP,11,0,0,0,0,NA
204430,MARGARETE COELHO,PP,PI,4,1,0,6,6,100
204540,MARIA ROSAS,PRB,SP,0,2,3,6,9,66.66666666666666
204428,MARÍLIA ARRAES,PT,PE,6,1,3,1,4,25
204432,MARINA SANTOS,SOLIDARIEDADE,PI,0,2,2,7,9,77.77777777777779
204403,MARLON SANTOS,PDT,RS,5,0,2,4,6,66.66666666666666
204566,MARRECA FILHO,PATRIOTA,MA,1,1,0,9,9,100
75431,MAURÍCIO DZIEDRICKI,PTB,RS,0,2,3,6,9,66.66666666666666
141508,MAURO NAZIF,PSB,RO,1,2,0,8,8,100
154178,MILTON VIEIRA,PRB,SP,3,1,2,5,7,71.42857142857143
204453,NATÁLIA BONAVIDES,PT,RN,9,0,2,0,2,NA
204449,NELSON BARBUDO,PSL,MT,2,1,0,8,8,100
204415,NEREU CRISPIM,PSL,RS,5,0,0,6,6,100
146307,NERI GELLER,PP,MT,3,1,2,5,7,71.42857142857143
204479,NICOLETTI,PSL,RR,0,2,1,8,9,88.88888888888889
204498,OLIVAL MARQUES,DEM,PA,1,2,2,6,8,75
204363,OSIRES DAMASO,PSC,TO,0,2,2,7,9,77.77777777777779
204422,OSSESIO SILVA,PRB,PE,0,2,3,6,9,66.66666666666666
204475,OTACI NASCIMENTO,SOLIDARIEDADE,RR,2,2,2,5,7,71.42857142857143
204441,OTONI DE PAULA,PSC,RJ,5,1,1,4,5,80
204573,OTTO ALENCAR FILHO,PSD,BA,1,2,1,7,8,87.5
204570,PASTOR GILDENEMYR,PL,MA,1,2,1,7,8,87.5
204553,PASTOR SARGENTO ISIDÓRIO,AVANTE,BA,6,0,0,5,5,100
204377,PAULA BELMONTE,CIDADANIA,DF,7,0,0,4,4,100
204538,PAULO BENGTSON,PTB,PA,7,1,2,1,3,33.33333333333333
204461,PAULO GANIME,NOVO,RJ,0,2,1,8,9,88.88888888888889
204492,PAULO GUEDES,PT,MG,3,2,5,1,6,16.666666666666664
133968,PAULO RAMOS,PDT,RJ,2,1,2,6,8,75
90201,PEDRO AUGUSTO BEZERRA,PTB,CE,2,2,2,5,7,71.42857142857143
122974,PEDRO LUCAS FERNANDES,PTB,MA,6,1,0,4,4,100
204395,PEDRO LUPION,DEM,PR,1,1,1,8,9,88.88888888888889
204406,PEDRO WESTPHALEN,PP,RS,2,1,1,7,8,87.5
73943,PERPÉTUA ALMEIDA,PCdoB,AC,0,2,3,6,9,66.66666666666666
204524,PINHEIRINHO,PP,MG,2,2,1,6,7,85.71428571428571
204529,POLICIAL KATIA SASTRE,PL,SP,0,2,1,8,9,88.88888888888889
204390,PROFESSOR ALCIDES,PP,GO,2,2,2,5,7,71.42857142857143
204383,PROFESSOR ISRAEL BATISTA,PV,DF,0,2,0,9,9,100
204446,PROFESSOR JOZIEL,PSL,RJ,0,2,1,8,9,88.88888888888889
204565,PROFESSORA DAYANE PIMENTEL,PSL,BA,5,0,0,6,6,100
204467,PROFESSORA ROSA NEIDE,PT,MT,8,0,3,0,3,0
204567,RAIMUNDO COSTA,PL,BA,5,0,1,5,6,83.33333333333334
141523,RAUL HENRY,MDB,PE,0,2,1,8,9,88.88888888888889
205865,REINHOLD STEPHANES JUNIOR,PSD,PR,2,1,1,7,8,87.5
73801,RENILDO CALHEIROS,PCdoB,PE,1,1,3,6,9,66.66666666666666
204362,RICARDO GUIDI,PSD,SC,1,2,2,6,8,75
211649,RICARDO PERICAR,PSL,RJ,1,0,0,5,5,100
204489,ROBÉRIO MONTEIRO,PDT,CE,3,1,2,5,7,71.42857142857143
74305,ROBERTO PESSOA,PSDB,CE,6,1,1,3,4,75
204530,RODRIGO AGOSTINHO,PSB,SP,0,2,2,7,9,77.77777777777779
204366,RODRIGO COELHO,PSB,SC,1,2,1,7,8,87.5
204480,ROGÉRIO CORREIA,PT,MG,2,1,7,1,8,12.5
204525,ROSANA VALLE,PSB,SP,5,0,0,6,6,100
204357,ROSE MODESTO,PSDB,MS,0,2,0,9,9,100
73604,RUI FALCÃO,PT,SP,1,2,7,1,8,12.5
160635,RUY CARNEIRO,PSDB,PB,3,1,1,6,7,85.71428571428571
204535,SÂMIA BOMFIM,PSOL,SP,1,2,6,2,8,25
204416,SANDERSON,PSL,RS,7,1,1,2,3,66.66666666666666
90842,SANTINI,PTB,RS,3,0,1,7,8,87.5
204387,SARGENTO FAHUR,PSD,PR,0,2,0,9,9,100
204399,SCHIAVINATO,PP,PR,1,1,2,7,9,77.77777777777779
204438,SERGIO TOLEDO,PL,AL,2,1,1,7,8,87.5
204437,SEVERINO PESSOA,PRB,AL,7,0,3,1,4,25
204557,SIDNEY LEITE,PSD,AM,3,0,3,5,8,62.5
204360,SILVIA CRISTINA,PDT,RO,0,2,0,9,9,100
204425,SILVIO COSTA FILHO,PRB,PE,7,1,2,1,3,33.33333333333333
204534,TABATA AMARAL,PDT,SP,4,1,0,6,6,100
204464,TALÍRIA PETRONE,PSOL,RJ,2,2,5,2,7,28.57142857142857
206231,TED CONTI,PSB,ES,0,2,1,8,9,88.88888888888889
204466,TEREZA NELMA,PSDB,AL,2,1,1,7,8,87.5
143084,TIAGO DIMAS,SOLIDARIEDADE,TO,0,2,2,7,9,77.77777777777779
204519,TIAGO MITRAUD,NOVO,MG,0,2,1,8,9,88.88888888888889
197438,TITO,AVANTE,BA,2,1,1,7,8,87.5
157130,TÚLIO GADÊLHA,PDT,PE,1,1,2,7,9,77.77777777777779
204385,VALDEVAN NOVENTA,PSC,SE,5,0,1,5,6,83.33333333333334
204505,VAVÁ MARTINS,PRB,PA,4,2,3,2,5,40
204396,VERMELHO,PSD,PR,1,2,1,7,8,87.5
204483,VILSON DA FETAEMG,PSB,MG,6,2,2,1,3,33.33333333333333
204478,VINICIUS FARAH,MDB,RJ,1,2,3,5,8,62.5
204532,VINICIUS POIT,NOVO,SP,0,2,1,8,9,88.88888888888889
74044,WILSON SANTIAGO,PTB,PB,1,2,2,6,8,75
204463,WLADIMIR GAROTINHO,PSD,RJ,6,2,2,1,3,33.33333333333333
204559,ZÉ NETO,PT,BA,5,1,4,1,5,20
204517,ZÉ VITOR,PL,MG,6,2,2,1,3,33.33333333333333
